Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199812,4.6998,1.4895,3.185,1.4772,1.3233,7.2752,4.9054,3.1018,4.6711,4.6468,11.5181,7.6034,3.9861,4.5527,3.8607,10.1926,5.1936,3.3166,3.1138,2.2493,8.984,2.1733,2.6218,3.279,5.0308
199901,8.0002,5.6214,4.7045,4.3602,4.1851,6.1929,0.6172,-0.9697,-3.0349,1.2723,4.9332,1.1248,-2.6299,-1.1855,-3.2391,1.6702,-2.7946,-1.8121,-3.9448,-2.7619,5.9958,1.3741,2.0224,1.7609,-0.2376
199902,-7.5889,-8.311,-6.0032,-5.7531,-5.7059,-9.2918,-10.2826,-6.5376,-7.8972,-10.6681,-9.0447,-8.8622,-5.9351,-6.216,-6.4433,-4.6724,-4.2315,-3.7532,-3.5741,-2.1757,-4.7297,-0.6148,0.3161,-0.9764,-1.2177
199903,-1.9408,-7.7476,-1.0687,-3.9436,-3.2155,0.5339,-0.3441,1.1917,0.0813,-3.6563,4.8418,1.9114,2.6683,-0.8365,0.0198,3.4507,3.9249,1.6267,0.1882,0.1061,4.3467,3.1981,4.9529,3.1808,2.0625
199904,8.2985,8.225,11.1493,12.2588,8.5634,10.5077,9.2613,9.1251,8.4076,7.2632,7.5356,13.0637,8.424,11.0053,8.9542,6.2803,11.4202,8.3688,11.4846,9.1214,0.765,8.7652,7.3885,5.5769,2.2409
199905,1.7109,4.2086,1.4731,2.4227,4.2858,0.912,2.7399,0.3647,4.6525,3.6732,-0.4895,0.2269,0.6133,1.6729,2.8471,2.844,-0.5195,2.0106,1.9917,0.7347,-3.1938,-1.595,-1.8918,-0.6632,2.9241
199906,6.8034,8.4889,8.3344,5.5452,6.2989,8.6109,8.1436,5.8991,4.4385,6.9827,4.8316,4.3262,3.6009,1.6713,5.4495,7.5034,9.1125,3.0304,2.3647,4.124,7.0101,2.9977,2.7033,-0.0718,0.0356
199907,0.9675,2.0669,1.2874,1.2813,1.7436,-1.7427,-1.2153,-1.6969,-1.261,-4.0005,-2.5333,-2.327,-2.3549,-1.5762,-1.3432,-2.8748,-1.8633,-0.722,-1.0536,-1.1553,-2.875,-4.2694,-5.1332,-2.6054,-9.0908
199908,-3.4948,-1.5648,-1.9504,-1.7908,-3.4934,-3.0624,-4.0403,-4.699,-2.8933,-4.1791,-1.8373,-5.2348,-4.4475,-3.5926,-0.844,-1.4841,-5.0869,-2.4851,-1.9537,-6.791,0.595,-2.3552,-3.203,-4.2819,-0.9195
199909,2.2122,-0.5942,-1.1469,-2.2073,-3.9416,0.0054,1.2061,-1.0481,-1.7216,-1.4557,3.5195,0.5636,-2.3975,-3.1909,-2.7548,1.3214,-3.5519,-3.0714,-4.4996,-1.181,-1.9234,-3.4485,-6.6469,-9.5738,-8.7093
199910,-0.3318,-0.235,-0.5436,-0.7201,-2.5699,2.7599,-0.699,-1.2942,-0.5573,-5.1515,2.5664,0.9408,-0.8882,-1.5643,0.4516,7.8861,1.1799,2.3297,4.3719,4.5756,6.3458,10.2785,8.2009,4.4311,6.0452
199911,20.0299,12.5855,9.401,8.0082,6.5027,11.7887,9.0273,3.7997,4.6073,2.8146,11.7572,7.4317,-0.8019,-0.4127,0.6779,11.6273,-1.0798,-1.5414,0.6205,3.2789,4.1574,0.1102,-3.3094,-5.9299,-0.4093
199912,25.1764,26.4474,8.3033,12.034,7.4045,17.4713,12.0126,3.7428,4.8518,6.9396,15.6622,10.423,1.0252,4.1851,2.7058,21.3898,3.7156,0.6215,7.0493,2.9488,7.8333,4.5774,-1.0679,0.3137,-1.0526
200001,9.6286,6.3615,4.9351,3.4844,5.0194,0.2394,-1.7549,-3.2922,0.9305,-2.8484,-3.4797,-5.2945,-0.956,-4.5893,-5.5216,-3.9086,-3.5063,-3.7924,-4.0492,-9.2751,-4.9654,-3.8525,-4.9784,-6.7075,-9.0658
200002,38.3214,42.4214,21.0566,26.3689,14.743,28.1148,18.5182,3.2152,9.8939,14.3692,23.1302,13.781,1.8653,0.4577,-0.8279,26.0441,0.6335,-2.4163,2.9911,-3.7066,0.3695,-5.6415,-7.6176,-10.2472,-10.7792
200003,-13.6965,-19.4849,-8.0186,-7.7281,-2.4755,-13.2249,-5.9305,1.1186,-0.8616,-2.662,-13.2468,-2.0849,10.878,5.62,13.8018,-3.0763,12.6931,14.705,9.8484,12.8903,9.237,11.2394,10.0274,15.8776,21.4935
200004,-23.6139,-17.9621,-10.0048,-11.5807,-9.9033,-11.8025,-9.0504,-4.2752,-3.4077,-2.7539,-9.9668,-0.6917,-2.0156,3.7787,0.2747,-7.18,-2.9792,2.5431,1.5937,1.5979,-4.289,-2.6495,0.3384,2.9508,-0.6757
200005,-14.5688,-9.2393,-5.6934,-7.5324,-6.6969,-9.9534,-5.6163,-5.0687,-7.2787,-1.3077,-5.48,-2.5987,-2.0934,-0.4945,3.1658,-7.5602,0.7759,-0.1485,-2.1743,0.9875,-3.4862,-1.5362,4.9492,1.5819,6.4563
200006,28.7407,29.1684,18.0955,17.8418,11.0079,14.3008,11.4301,3.1667,4.5301,10.0531,14.6968,2.8721,1.3123,-0.948,2.6453,11.1935,2.577,-3.731,-3.1039,-4.5368,5.6984,-4.6324,-6.2329,-8.1738,-3.0924
200007,-8.7833,-1.597,0.7029,1.2968,1.2749,-7.605,-1.3316,1.7064,1.6784,0.2184,-10.1244,-0.8791,3.7459,2.5189,7.8691,-7.2734,-1.4907,3.3705,2.7074,1.8432,-2.9966,0.5111,5.2817,7.1569,2.3107
200008,9.2738,8.6859,3.763,5.3196,5.582,8.0932,4.218,3.8924,6.5006,7.6747,8.4204,10.5519,6.1861,6.6716,7.7736,14.1715,5.6479,6.1338,7.0929,6.7473,7.5087,6.2934,11.5836,5.616,5.6996
200009,-10.9874,-1.2618,-2.7322,-0.4182,-0.7704,-4.0996,-3.5881,0.0891,-1.484,-2.3821,-10.4501,-3.0008,-0.9462,3.0411,1.7174,-9.7548,-0.5839,-0.3044,2.1472,-0.6868,-6.0483,-2.7085,2.4603,9.1817,-1.6371
200010,-12.3256,-10.4719,-3.1187,-5.1705,-4.7207,-9.3626,-0.4726,-0.9406,0.136,-2.0798,-10.4313,-1.994,0.0352,-0.5743,2.021,-5.5901,1.937,2.1286,-2.3333,4.0095,-2.1235,1.7225,-5.1279,2.68,3.3731
200011,-21.2261,-13.0627,-6.4045,-4.8141,-4.4638,-18.2103,-6.5061,-2.9743,-4.486,-3.3234,-20.7257,-6.5861,-5.4519,0.1317,1.844,-19.0639,-1.2832,0.915,1.439,0.9671,-10.5782,-6.3999,-6.7092,1.1829,0.548
200012,-10.1361,1.2396,0.7372,3.4927,2.7732,-0.0237,6.8522,12.4954,9.9409,12.9094,2.217,14.2683,10.8721,13.2892,10.7614,4.258,8.2192,12.08,13.4519,11.8341,-1.2898,7.7707,5.9945,7.9388,0.4421
200101,28.0126,17.8917,12.8831,12.0795,13.2217,14.6599,7.6423,4.8387,6.0849,5.7453,13.2217,2.5387,0.117,-1.3895,2.8247,6.9555,1.6586,-0.6259,-3.6654,6.8065,3.1561,3.5952,7.263,-5.4891,1.5723
200102,-13.5998,-9.9648,-2.5222,0.63,-0.2727,-14.0209,-2.2098,-0.299,-3.0353,1.8947,-17.3083,-4.1015,-0.5575,1.4387,-0.9334,-15.1908,-2.5701,-0.0585,0.0416,1.8211,-11.9879,-2.9819,-1.8773,3.8869,4.2933
200103,-12.631,-1.5804,-1.4799,0.4523,-1.9658,-5.748,-0.6169,-1.653,-1.8986,-1.3773,-11.9507,-4.6343,-3.4179,-2.6365,-0.6649,-11.9698,-3.6359,-1.261,-1.0392,0.2876,-8.5249,-2.4008,-0.0463,-2.7473,-2.6452
200104,9.5178,6.9497,2.8341,4.4432,5.1481,11.213,5.1265,7.4079,3.895,5.3256,11.4737,9.2228,5.8643,5.4157,4.4397,16.5021,7.2673,5.8529,8.2115,7.7981,9.042,5.691,3.1729,2.0131,7.4412
200105,12.9374,11.0938,9.9505,11.5131,10.2402,2.0897,4.1362,2.2582,4.5378,5.4701,5.0572,-0.5953,3.7627,1.0295,1.9003,3.4236,4.1305,3.1322,0.6078,4.3666,-0.0635,1.3391,3.8384,4.0086,5.6966
200106,2.4624,2.9262,4.6634,2.9534,0.6618,6.7293,10.1459,5.7349,6.6824,5.2115,5.2681,-2.021,2.0164,0.3893,0.6756,3.4999,-1.2689,-0.629,-3.5911,3.5989,-2.1434,-3.718,-0.213,-1.9328,-3.0661
200107,-8.8409,-7.991,-3.542,0.1316,-0.0776,-10.4351,-8.2074,-5.9087,-3.2248,-3.8952,-9.1287,-4.8595,-2.102,-0.0099,-1.1776,-5.1734,-0.6867,0.5821,1.9159,-0.8803,-1.6,-0.0836,-2.0243,-3.7487,7.5709
200108,-8.3146,-5.5726,-3.794,-1.4197,-0.8384,-9.8988,-4.455,-2.7833,-1.8364,-0.9354,-7.2915,-3.1587,-2.7943,-1.9604,-0.2329,-7.3325,-4.1156,-3.5534,-1.6362,-8.6422,-7.3219,-4.1989,-2.908,-7.996,-8.3486
200109,-16.1522,-15.8137,-10.14,-9.6716,-12.9979,-18.913,-15.5516,-12.5396,-15.204,-15.9239,-15.6267,-12.7377,-12.6066,-12.4693,-19.1033,-16.4522,-13.2259,-10.0228,-14.0224,-16.5366,-7.1422,-11.0709,-6.6879,-11.2515,1.6352
200110,8.9389,8.2689,6.397,4.8372,4.3533,11.4085,8.747,5.7116,2.8488,4.152,13.7525,5.9897,4.1353,4.9019,11.0617,8.5567,3.0209,1.6316,3.2991,2.997,3.3741,-0.4446,-1.3418,0.6523,-14.6371
200111,6.3311,11.4806,4.864,6.171,6.6767,10.2536,8.2014,6.5762,9.6609,12.0228,10.0212,6.3346,7.2081,9.1858,11.771,10.3463,9.4269,6.7769,10.7107,9.0668,7.5204,8.8808,4.7999,11.0146,11.2876
200112,13.2001,6.4434,6.2109,5.478,7.2368,7.829,6.4012,6.6175,8.0932,7.589,5.0903,5.8256,8.1586,4.9779,6.9937,3.6961,4.7154,4.9244,7.3486,2.6976,-0.0352,2.5637,3.3935,0.717,1.3074
200201,-8.1186,-1.1782,2.4103,3.1605,4.9596,-6.5246,-2.5358,-0.5892,1.2778,1.6131,-4.9089,-1.3946,-1.0493,2.9205,2.9163,-3.7038,-0.7433,2.2754,2.7822,-4.3389,-0.7707,-2.1134,-0.8966,-1.3523,-9.1858
200202,-10.465,-5.9785,-4.147,-1.3879,-3.1667,-9.7261,-5.874,-0.9626,0.8093,-0.3354,-7.1292,-0.5579,0.0609,-0.0853,2.6341,-4.412,1.3716,2.2502,-3.6865,1.9423,-2.5408,0.4524,-1.2951,-0.4916,-12.7631
200203,5.7498,7.6607,8.5823,7.9637,9.4138,8.7852,9.4705,7.2602,8.1474,11.8165,8.3859,6.8812,6.8555,7.6469,9.6653,7.0178,6.3118,6.0893,5.2731,7.2883,2.9454,6.2188,3.9373,8.3441,0.1097
200204,-10.1079,-0.2925,1.728,3.7254,5.419,-4.4329,-0.3001,3.6204,3.8219,4.6768,-4.9794,0.8836,2.0629,0.9111,-0.7165,-3.3194,0.7494,-0.409,-1.4339,0.8121,-8.0344,-3.0555,1.0499,-1.5004,-22.1472
200205,-7.0873,-5.7322,-3.0116,1.2613,0.1465,-7.8253,-4.6677,-4.5483,-3.2884,-6.2317,-5.7819,-2.7562,-3.8617,-3.1376,-1.9773,-3.1622,-0.4315,-0.4237,-1.3708,1.1624,-1.3091,0.3296,0.0557,1.41,-7.7067
200206,-8.8583,-7.8601,-1.0059,0.962,-1.137,-7.9617,-5.2504,-2.0573,-1.8341,-2.9912,-7.3804,-7.7624,-5.1061,-4.985,-7.1561,-9.6476,-6.8722,-7.0226,-6.0459,-8.6606,-7.5617,-4.8158,-6.5054,-10.0338,-13.5638
200207,-19.4566,-15.4205,-14.6772,-11.7153,-11.9543,-16.0286,-16.8371,-14.0131,-15.6859,-18.8006,-9.1828,-9.3501,-12.2576,-11.6894,-17.0855,-10.5352,-8.5619,-9.7661,-12.4764,-16.7554,-5.4101,-10.1517,-7.1284,-10.1954,-14.8457
200208,0.3033,-0.6641,-2.982,-0.8932,-1.8478,0.2764,0.1326,-0.1718,1.3863,-0.9695,0.3309,-0.001,2.5789,1.5151,4.7777,-0.7289,-0.7335,1.05,0.4543,5.068,-0.1708,0.9393,1.9479,5.3402,8.5013
200209,-10.764,-8.3116,-8.0967,-6.9462,-6.6037,-7.9986,-6.9291,-5.5517,-7.9947,-8.3376,-7.7824,-8.7573,-9.4169,-7.3646,-8.873,-9.3011,-7.9287,-13.0955,-11.6781,-19.4062,-11.0027,-11.536,-9.0316,-8.2579,-6.4196
200210,6.1898,4.6405,2.9204,1.9867,1.1046,10.2918,2.3986,4.609,1.9255,-1.7252,7.47,1.6575,5.9627,3.9028,-0.4531,7.042,5.3016,3.7959,3.2235,5.2309,10.4195,7.2274,4.6246,5.9519,13.6774
200211,18.0055,12.6234,10.2573,8.2747,9.3206,13.1267,11.2839,7.0181,6.242,6.5987,9.2626,8.6435,6.6087,5.4669,11.0547,10.0002,7.2532,9.3196,8.6056,13.2352,4.9442,6.2187,4.2042,5.8705,6.2793
200212,-10.2417,-5.8232,-4.8779,-2.5247,-2.4603,-10.2179,-7.3142,-4.4029,-3.5028,-3.479,-7.2461,-4.7355,-2.8045,-4.0014,-6.5111,-7.1674,-5.3181,-3.5225,-3.6529,-2.7996,-6.303,-6.3175,-3.2821,-3.5678,-9.4214
200301,-0.324,-0.4515,-2.0312,-0.8134,0.2577,-3.6522,-3.1954,-3.0696,-1.5624,-3.2657,-1.4748,-4.3549,-3.2571,-3.8986,-2.6501,-1.61,-2.8086,-1.0575,-2.3882,-5.2969,-2.8272,-2.7998,-1.085,-5.2223,-5.4133
200302,-6.6572,-2.7174,-2.318,-1.7055,-2.1027,-2.9149,-1.7278,-2.1881,-2.8483,-5.7069,-4.3275,-1.001,-2.1039,-4.038,-2.4282,-2.697,-2.0843,-2.084,-1.2401,-6.3893,-1.097,-2.6818,-2.5494,-3.2368,-5.5432
200303,2.1139,1.2954,0.3954,1.9574,-0.1807,1.9799,1.195,0.6704,1.5524,-0.741,3.0223,0.7454,-0.1833,-0.3248,2.2219,1.358,-0.5695,0.3026,1.7127,-3.5622,1.7257,0.6127,0.9781,-0.6629,-3.4641
200304,12.2543,11.2401,7.8428,7.6885,9.1141,10.6479,9.5151,9.1087,9.7887,8.7474,8.4318,8.6467,10.4235,11.3368,10.6193,9.4529,7.0257,9.4853,8.1708,9.491,7.3985,9.5673,8.7958,8.8733,14.865
200305,20.4362,15.3026,10.7698,10.9997,10.3994,13.1637,9.716,11.2446,9.9422,9.9393,8.5548,9.1715,9.603,8.9721,8.544,9.9861,10.4132,8.4663,11.1026,7.7175,4.2625,6.611,6.8348,6.6292,7.9406
200306,6.3961,4.2186,4.7884,4.1381,5.6317,1.8667,0.6935,1.2792,2.4904,3.3782,2.7983,1.4666,0.6252,1.4215,2.4811,1.1202,0.9271,0.1795,-1.3348,7.2541,1.0146,2.5414,1.9042,-0.9105,3.6693
200307,8.6923,8.2423,8.6623,8.8683,7.8202,8.1062,5.1697,6.2014,6.4824,7.8886,7.1725,4.8106,1.3725,4.5702,3.4375,3.9859,3.5105,3.1838,5.0077,2.502,0.5374,5.3954,1.8706,-0.6267,1.3059
200308,4.3805,5.1662,3.627,4.6433,6.6833,4.4778,3.1048,5.5022,4.9979,6.1031,4.5063,4.1547,4.8995,7.7977,7.509,5.1119,3.6692,4.2765,4.5643,9.6733,1.6161,1.3188,2.1849,2.0651,1.4238
200309,3.357,0.2233,-0.0666,2.1457,4.9432,-2.4297,-2.1419,-2.6608,-4.0212,-1.3267,-1.9748,-2.8818,-2.396,-1.4274,0.1111,-1.6846,-2.5957,-0.4334,-1.118,0.1526,-0.8327,-1.034,-1.1194,-2.2543,-4.1619
200310,6.2372,8.629,7.7306,10.5309,11.5858,8.9495,8.023,6.6036,10.1994,11.1558,9.4146,6.4445,5.8389,10.883,11.6873,7.87,8.4415,8.3195,9.355,8.401,3.5586,8.851,7.9174,6.3624,2.7572
200311,2.8544,3.2197,5.0749,3.8137,6.7764,2.7273,3.7452,2.5899,4.159,3.5763,3.5189,3.5015,2.0817,4.9182,3.4489,1.2836,2.9756,3.662,3.289,4.1016,0.7906,0.409,2.1222,0.3007,2.9094
200312,0.0775,3.0038,3.0793,1.5834,3.8076,2.0299,2.0377,3.065,2.4894,2.0791,-0.4011,2.7358,4.6137,1.8753,7.0387,0.7525,3.7193,2.0131,5.2436,2.9358,5.285,4.6031,3.6443,6.2585,4.9712
200401,5.8864,5.4238,5.7839,6.2361,8.4473,3.6268,3.5025,3.2284,3.6622,7.9512,2.9673,1.8951,1.5319,4.6044,5.8371,1.7715,0.9428,4.5104,2.5485,5.1754,1.7728,0.096,3.6666,1.6178,6.7316
200402,0.3488,-0.3256,0.4772,0.7249,0.2138,1.3285,2.06,0.6045,0.0223,-0.2106,0.1936,2.635,3.0071,2.0512,1.123,2.4414,1.527,2.6824,3.9648,0.7522,1.2043,1.1167,2.5544,0.7728,5.5355
200403,-1.3068,-0.8285,-0.7987,0.6094,-0.7704,2.3874,1.0735,0.2534,0.7401,2.0042,1.8381,0.86,0.1118,0.1622,0.7611,0.353,-0.3665,0.5918,-0.7707,-1.1304,-2.2347,-1.1035,-1.3205,-0.3076,-1.0568
200404,-4.4376,-5.0253,-3.8252,-3.813,-6.2052,-3.9255,-4.6317,-2.6097,-4.1259,-7.8466,-1.636,-2.5401,-2.5361,-5.9798,-7.6159,-1.6814,-3.9257,-4.4972,-2.9662,-3.2804,0.615,-3.1229,-4.71,-2.1795,-2.0084
200405,-1.9608,-0.4772,-0.0627,-0.565,0.7384,1.4309,1.8519,1.1502,1.8095,2.4656,1.5458,2.3993,1.7899,1.6945,1.5822,1.182,1.9616,2.1582,1.7877,3.7803,0.8931,2.0304,1.1627,-0.0084,1.239
200406,0.8496,4.6294,4.5402,3.3394,3.9089,3.5519,5.0763,5.8564,5.5403,7.5272,2.4477,4.5111,2.6117,1.322,4.0675,1.4607,2.8044,2.0356,3.4784,4.1109,1.7704,0.6818,0.5052,2.7062,2.3677
200407,-12.9637,-7.9372,-6.6625,-5.7838,-4.4007,-9.1603,-9.1831,-4.8755,-5.2254,-4.3805,-8.8681,-5.7836,-3.6882,-3.1101,-4.0751,-6.3534,-4.9411,-3.9173,-5.2736,-3.4492,-4.7911,-1.1708,-1.2955,-2.8216,-0.893
200408,-1.631,-0.6326,-1.1492,-1.2872,-1.8926,-4.1618,-1.8082,-0.3068,0.7438,0.805,-2.9008,-0.9963,0.3098,1.4212,-2.3563,-1.0186,-1.3873,0.5888,0.555,0.7398,-0.2841,1.5372,1.1951,0.9677,-0.1074
200409,4.4174,4.9279,4.7983,4.6004,3.7605,8.0526,6.0893,5.5538,3.9892,3.7137,4.1485,3.9581,3.748,3.1665,4.4084,2.9731,2.8534,5.2608,3.0445,2.3448,0.0943,1.2129,2.4873,1.7357,3.7306
200410,1.2288,2.229,2.3851,1.4388,0.3917,3.4952,3.6939,0.8466,0.7768,2.4895,1.7848,4.2214,2.5461,0.0145,2.1266,3.3829,3.2311,1.9478,1.1477,-0.6344,1.3529,0.6641,2.9466,1.0023,2.6451
200411,10.6557,8.549,8.4802,8.0602,8.7755,7.2243,9.4487,9.7913,9.1247,9.6238,6.9899,5.8903,7.6427,6.2301,9.4029,5.6021,7.5936,7.496,6.6297,7.638,3.1869,4.3473,5.1917,3.6715,6.0541
200412,5.4624,4.7173,4.309,2.9746,5.7276,3.4632,3.7377,2.3603,2.1279,3.3755,5.6053,3.0887,2.4102,1.9959,3.0849,4.1174,4.0766,4.786,4.3149,3.9043,3.7616,2.4423,2.457,5.3797,2.7714
200501,-6.4425,-4.2278,-4.1436,-3.2545,-1.3342,-5.4294,-4.0582,-2.5241,-3.2281,-2.766,-3.6002,-3.8858,-3.5677,-0.7062,-2.8271,-2.7303,-3.4601,-3.0964,-1.8887,-2.6225,-3.134,-1.9377,-1.1184,-1.9397,0.3739
200502,-1.1054,0.0689,-0.2963,0.617,3.0139,1.9578,1.9983,3.019,3.9454,2.3676,1.0919,2.492,3.1954,1.8788,3.9852,2.2778,2.3984,3.7583,3.4253,3.2542,0.9529,4.4654,2.4167,0.5174,5.0656
200503,-6.1309,-2.4738,-2.8237,-2.9271,-2.339,-4.4208,-2.4105,-2.645,-0.3561,-0.0758,-1.6539,-2.3876,-2.5644,-2.2084,-0.7911,-1.9051,-0.6749,-0.1994,-1.3722,-0.9625,-1.1045,-3.8724,-0.8358,-0.0407,-0.5454
200504,-5.767,-6.9883,-5.4446,-6.1306,-6.4017,-7.6377,-6.1972,-6.4265,-6.0582,-4.949,-5.0614,-4.3705,-5.23,-5.0319,-4.7201,-3.9416,-4.3878,-4.4493,-2.9118,-2.001,-1.2009,-1.8323,-2.8146,-1.1286,-2.6218
200505,6.6123,6.67,5.2561,4.1017,4.6764,9.299,8.286,6.9574,5.6819,7.0257,6.1815,5.8296,5.7986,4.2372,6.7546,6.0471,6.3345,4.9827,6.4054,5.3903,3.8986,2.1063,1.9276,2.3482,4.2088
200506,3.8619,3.7658,4.0287,4.2592,5.4266,1.8392,4.0924,4.1991,4.1503,5.3845,1.9185,2.8392,2.5837,4.5089,3.8455,0.9667,2.011,3.7727,4.4355,2.7887,-1.6136,1.1399,2.1186,1.3035,3.2827
200507,7.6646,8.49,6.7497,6.7314,6.8429,7.2312,7.0603,7.7206,5.7572,5.6785,4.8573,6.3939,5.966,6.0728,2.8832,6.2388,5.6567,4.9599,6.8861,4.4862,4.5081,3.1669,1.8065,2.4075,4.2129
200508,-2.8434,-0.7669,-0.7044,-1.3817,-0.4837,-2.6162,-1.1998,-1.2228,-2.1093,-1.615,-2.3996,-0.9506,-0.4205,-1.04,-0.7312,-1.9772,-0.2039,0.0836,0.4858,-1.5607,-1.6044,-1.0949,-0.227,0.5102,-0.3609
200509,1.0617,1.8748,0.3196,0.9916,-0.6208,0.3896,1.5368,0.9228,-0.756,1.4897,-0.8452,2.0878,1.3125,-0.6382,0.883,0.3026,0.1835,1.9053,2.7002,2.2339,-0.2752,1.2037,2.2471,0.9339,2.1945
200510,-3.5135,-3.9768,-2.4193,-2.5452,-2.0004,-3.7676,-1.856,-2.8776,-2.9014,-2.2955,-2.9379,-4.4596,-1.8997,-3.601,-3.5739,-1.3012,-3.5709,-2.8293,-4.5393,-3.0139,-0.1792,-3.3364,-1.7001,-0.8257,-1.1172
200511,5.2751,4.0267,4.9369,3.9206,3.9047,5.2035,4.6103,4.6956,4.9597,3.9739,7.1278,6.3943,3.8829,4.5563,1.1456,5.1774,4.8129,3.1675,3.8065,4.3123,3.665,4.1078,3.7153,3.4868,2.3469
200512,-0.3531,0.2921,-0.6617,-0.0066,0.8672,-0.2251,-0.6,-0.2211,-0.7949,-0.7796,1.005,0.7461,0.5188,0.7927,-0.8562,0.1024,1.6422,2.3223,1.868,0.5305,-0.8727,-0.1506,0.9828,0.8404,-0.4712
200601,11.7874,9.2209,8.3422,8.4216,8.3161,7.3499,9.1642,9.8914,9.6898,7.4892,6.0178,7.8289,7.859,6.6089,5.8627,5.0119,5.5558,4.7008,3.7712,4.2243,0.9559,3.241,2.315,3.8829,3.7972
200602,-0.4447,0.5723,0.3186,-0.4297,-0.0376,-0.4172,-0.3947,-0.8279,-0.3271,-0.6004,0.4599,-0.9813,-0.3939,-2.4604,-0.7947,0.2626,-0.2623,-0.7004,-1.8926,1.9259,0.0742,0.3146,0.492,0.6388,-1.1744
200603,4.0382,4.8684,5.0359,4.9707,6.9087,3.1258,4.8935,6.9423,4.314,4.7417,4.7529,4.0813,3.3973,2.1939,1.6307,3.3019,2.5415,2.7699,2.4541,2.249,0.809,2.1095,1.4426,0.8085,0.8154
200604,-1.0511,-1.4881,0.0136,0.5757,1.5887,-0.6339,1.9457,2.386,-0.1545,0.9393,-0.8641,-1.0002,1.9481,1.05,1.5037,0.5878,0.9797,0.3386,2.4212,2.8546,-0.5666,1.7921,1.6898,3.0944,5.3455
200605,-9.4436,-6.1894,-5.0752,-4.3368,-4.0514,-6.0392,-6.5274,-3.8412,-5.2523,-3.2388,-5.8509,-5.5428,-3.5541,-3.6938,-2.2498,-5.3153,-3.0254,-1.6194,-3.8199,-2.6834,-2.7111,-2.9771,-2.4311,-1.3006,-2.5715
200606,-0.8699,-0.6485,-1.3295,-0.0796,-0.1587,0.254,1.4843,-0.4161,0.6732,-0.2878,-0.5801,-0.7003,-0.3813,-0.2364,0.417,-0.6566,-2.0832,-0.3918,0.5282,-1.028,0.4202,-0.6468,1.1009,0.1306,1.3871
200607,-5.7996,-3.6952,-3.6376,-2.2426,-2.3874,-5.2218,-4.8907,-2.5623,-1.7598,-3.4463,-6.4188,-2.983,-3.8187,-2.154,-1.1168,-4.9188,-2.9273,-2.4144,-3.0468,-1.0027,-1.0557,1.2613,2.4264,2.2476,2.8222
200608,3.5492,2.6073,3.3275,2.3095,2.7226,3.2731,2.7291,3.3408,3.3588,1.3262,2.6037,1.9564,1.9613,2.7028,2.402,1.0391,3.5937,0.9098,2.6718,3.0102,3.9237,2.7265,2.0227,0.0355,-0.4119
200609,-0.329,0.1017,0.1139,0.5887,2.0542,0.6745,1.4671,1.0625,1.9952,1.0919,1.9747,0.2427,1.8053,0.6862,1.005,1.9662,2.3821,1.4806,1.5084,0.7243,2.5813,2.9068,2.0561,2.1616,4.3583
200610,7.0958,6.2539,6.0877,5.0101,5.0162,6.2845,5.6786,4.5621,4.5439,4.8433,5.6945,4.502,3.3891,3.8415,4.8894,4.6965,4.4413,2.8103,3.4928,2.6567,3.4653,1.9016,3.1254,4.0351,5.0295
200611,0.9656,3.6795,1.6591,2.0418,2.6294,2.0358,2.8208,2.6542,3.2483,2.9254,3.7129,4.1452,3.9681,4.0678,3.5181,3.7077,4.0911,3.3083,2.8195,4.3783,1.1157,2.513,1.9446,2.0542,0.0379
200612,0.5801,0.32,1.476,2.4022,3.6481,-1.9978,-1.1215,0.9129,0.4898,1.617,-0.8474,-0.2206,0.8741,0.9771,0.8291,-1.248,0.3137,0.1589,1.7956,2.4692,0.1701,1.2223,3.3053,2.7116,3.2151
200701,1.4767,0.2717,0.2263,0.109,3.1104,2.4816,1.1212,1.0738,1.351,2.5413,4.4405,2.5492,1.8618,3.7478,0.339,4.4501,3.3398,2.5716,2.3004,1.3629,2.222,0.855,1.1809,0.5807,2.7545
200702,-0.8225,-0.5868,-0.9535,-0.6872,-0.1232,-0.9122,-0.1678,0.6261,-1.7455,0.5065,0.5277,0.6045,1.751,0.1051,-0.2113,-0.5587,0.2729,0.8471,0.8312,0.3579,-2.3759,-1.2019,-3.255,-1.3949,-3.0158
200703,0.4719,-0.1916,1.0899,1.3995,0.6896,1.1414,1.2641,0.0254,0.8139,-0.9697,3.3044,2.2461,1.5744,0.8421,0.7489,1.3668,0.958,0.8953,-0.0046,3.1583,0.7164,1.016,2.3528,1.4239,-0.5282
200704,3.3144,0.5965,0.2259,0.2014,1.5892,2.2553,2.8029,1.6895,0.5959,2.0275,4.3058,3.7768,4.5502,2.956,1.4468,4.4437,4.6228,4.9608,4.1202,2.7128,5.4237,3.8333,3.9058,2.4168,4.9221
